"","player_api_id","player_fifa_api_id.x","player_name","birthday","overall_rating","gk_total","n_appearances","n_leagues"
"2145","40600","112650","Daniel Kome","1980-05-19 00:00:00","74","145","19","1"
"2146","40523","176773","Daniel Larsson","1987-01-25 00:00:00","72","56","38","1"
"2147","42231","139257","Daniel Lopar","1985-04-19 00:00:00","65","319","147","1"
"2148","388793","211470","Daniel Lopez","1985-10-25 00:00:00","63","46","5","1"
"2149","277935","208898","Daniel Lukasik","1991-04-28 00:00:00","67","57","52","1"
"2150","30425","46167","Daniel Majstorovic","1977-04-05 00:00:00","84","107","47","1"
"2151","157249","192892","Daniel Mojsov","1987-12-25 00:00:00","60","62","9","1"
"2152","33599","6541","Daniel Moreira","1977-08-08 00:00:00","81","79","33","1"
"2153","39994","142402","Daniel Niculae","1982-10-06 00:00:00","72","121","83","1"
"2154","40103","104702","Daniel Omoya Braaten","1982-05-25 00:00:00","76","50","95","1"
"2155","111858","190494","Daniel Opare","1990-10-18 00:00:00","75","50","39","2"
"2156","40846","148111","Daniel Oprita","1981-08-10 00:00:00","57","43","12","1"
"2157","208710","200435","Daniel Panizzolo","1986-03-25 00:00:00","57","49","20","1"
"2158","75307","189513","Daniel Parejo","1989-04-16 00:00:00","82","48","167","1"
"2159","114664","158887","Daniel Pavlovic","1988-04-22 00:00:00","65","61","137","2"
"2160","522576","211209","Daniel Pinillos","1992-10-22 00:00:00","67","54","9","1"
"2161","295060","203357","Daniel Potts","1994-04-13 00:00:00","63","49","1","1"
"2162","43158","181247","Daniel Pudil","1985-09-27 00:00:00","71","51","86","2"
"2163","282295","204304","Daniel Redmond","1991-03-02 00:00:00","64","56","21","1"
"2164","207118","199729","Daniel Royer","1990-05-22 00:00:00","71","52","1","1"
"2165","97734","183426","Daniel Schwaab","1988-08-23 00:00:00","75","50","166","1"
"2166","32088","188167","Daniel Seaborne","1987-03-05 00:00:00","65","45","49","1"
"2167","27371","187062","Daniel Sikorski","1987-11-02 00:00:00","67","41","39","2"
"2168","291107","198311","Daniel Soares Brites","1992-11-09 00:00:00","58","48","1","1"
"2169","51553","171833","Daniel Sturridge","1989-09-01 00:00:00","83","49","100","1"
"2170","28110","186756","Daniel Swanson","1986-12-28 00:00:00","72","46","70","1"
"2171","39498","143746","Daniel Tozser","1985-05-12 00:00:00","74","51","96","2"
"2172","66891","188991","Daniel Unal","1990-01-18 00:00:00","59","46","1","1"
"2173","33085","16897","Daniel van Buyten","1978-02-07 00:00:00","87","109","96","1"
"2174","74169","172522","Daniel Wass","1989-05-31 00:00:00","77","56","157","2"
"2175","193176","198194","Daniel Williams","1989-03-08 00:00:00","73","43","41","1"
"2176","33285","121971","Daniel Ziebig","1983-01-21 00:00:00","67","132","27","1"
"2177","195413","205407","Daniele Baselli","1992-03-23 00:00:00","78","49","54","1"
"2178","34952","45595","Daniele Bonera","1981-05-31 00:00:00","83","161","104","2"
"2179","42387","45129","Daniele Cacia","1983-08-23 00:00:00","74","151","14","1"
"2180","41536","177915","Daniele Capelli","1986-06-20 00:00:00","75","37","60","1"
"2181","24405","105474","Daniele Conti","1979-01-09 00:00:00","78","150","196","1"
"2182","39556","149449","Daniele Corvia","1984-11-22 00:00:00","73","51","18","1"
"2183","41540","137406","Daniele Croce","1982-09-09 00:00:00","75","51","54","1"
"2184","30682","53302","Daniele De Rossi","1983-07-24 00:00:00","86","54","225","1"
"2185","39386","149174","Daniele De Vezze","1980-01-09 00:00:00","68","151","5","1"
"2186","27672","173147","Daniele Dessena","1987-05-10 00:00:00","75","156","139","1"
"2187","41378","163920","Daniele Ficagna","1981-02-23 00:00:00","73","123","23","1"
"2188","39534","1277","Daniele Franceschini","1976-01-13 00:00:00","75","147","29","1"
"2189","37541","163461","Daniele Galloppa","1985-05-15 00:00:00","77","55","115","1"
"2190","24793","137410","Daniele Gastaldello","1983-06-25 00:00:00","78","37","194","1"
"2191","41661","158128","Daniele Mannini","1983-10-25 00:00:00","77","50","79","1"
"2192","42692","162297","Daniele Padelli","1985-10-25 00:00:00","76","371","108","1"
"2193","27675","177803","Daniele Paponi","1988-04-16 00:00:00","69","57","6","1"
"2194","24792","137179","Daniele Portanova","1978-12-17 00:00:00","76","136","177","1"
"2195","111747","186607","Daniele Ragatzu","1991-09-21 00:00:00","70","49","8","1"
"2196","358155","211320","Daniele Rugani","1994-07-29 00:00:00","78","30","49","1"
"2197","67298","170661","Daniele Russo","1985-11-03 00:00:00","57","45","29","1"
"2198","585237","225844","Daniele Verde","1996-06-20 00:00:00","69","54","2","1"
"2199","11863","163027","Danielson","1981-01-09 00:00:00","71","44","175","1"
"2200","119839","190593","Danijel Aleksic","1991-04-30 00:00:00","66","70","34","2"
"2201","38773","9801","Danijel Ljuboja","1978-09-04 00:00:00","77","134","106","2"
"2202","177652","193621","Danijel Marceta","1989-01-04 00:00:00","65","54","8","1"
"2203","25751","168732","Danijel Milicevic","1986-01-05 00:00:00","76","51","89","1"
"2204","30477","172140","Danijel Pranjic","1981-12-02 00:00:00","78","152","63","4"
"2205","183230","199703","Danijel Stojanovic","1984-08-18 00:00:00","59","53","12","1"
"2206","115184","192593","Danijel Subasic","1984-10-27 00:00:00","81","403","108","1"
"2207","362120","211361","Danilo Cataldi","1994-08-06 00:00:00","73","49","26","1"
"2208","130155","198946","Danilo D'Ambrosio","1988-09-09 00:00:00","75","62","81","1"
"2209","209312","178278","Danilo Dias","1985-11-06 00:00:00","79","39","93","1"
"2210","210704","202672","Danilo Fernando Avelar","1989-06-09 00:00:00","75","20","70","2"
"2211","240235","200888","Danilo Pereira","1991-09-09 00:00:00","80","58","111","2"
"2212","207039","216283","Danilo Soares","1991-10-29 00:00:00","72","58","1","1"
"2213","27708","177906","Danilo Soddimo","1987-09-27 00:00:00","68","42","20","1"
"2214","143403","201635","Danilo","1986-11-11 00:00:00","66","45","13","1"
"2215","185909","199753","Danilo","1979-08-13 00:00:00","65","47","2","1"
"2216","19249","166072","Danilo","1984-05-10 00:00:00","81","41","174","1"
"2217","208077","199304","Danilo","1991-07-15 00:00:00","81","53","109","2"
"2218","208943","199946","Danilo","1990-01-13 00:00:00","67","64","1","1"
"2219","281339","205543","Danilo","1985-05-28 00:00:00","64","54","12","1"
"2220","570432","223517","Danilo","1996-02-28 00:00:00","78","55","39","2"
"2221","36789","137534","Danko Lazovic","1983-05-17 00:00:00","80","126","24","1"
"2222","417818","212485","Danny Bakker","1995-01-16 00:00:00","69","45","63","1"
"2223","38979","138629","Danny Buijs","1982-06-21 00:00:00","67","49","58","2"
"2224","24408","151225","Danny Collins","1980-08-06 00:00:00","74","138","83","1"
"2225","240537","202429","Danny da Costa","1993-07-13 00:00:00","70","54","22","1"
"2226","173317","186132","Danny Drinkwater","1990-03-05 00:00:00","76","47","51","1"
"2227","32891","168633","Danny Grainger","1986-07-28 00:00:00","69","110","125","1"
"2228","40565","169571","Danny Guthrie","1987-04-18 00:00:00","75","52","64","1"
"2229","26721","149094","Danny Guyt","1981-02-07 00:00:00","61","50","14","1"
"2230","35467","4238","Danny Higginbotham","1978-12-29 00:00:00","74","133","62","1"
"2231","143512","190497","Danny Hoesen","1991-01-15 00:00:00","71","55","33","1"
"2232","45462","178556","Danny Holla","1987-12-31 00:00:00","71","59","122","1"
"2233","214426","195859","Danny Ings","1992-03-16 00:00:00","76","57","38","1"
"2234","32703","19077","Danny Invincibile","1979-03-31 00:00:00","69","102","48","1"
"2235","26451","148622","Danny Koevermans","1978-11-01 00:00:00","76","127","18","1"
"2236","162679","189410","Danny Latza","1989-12-07 00:00:00","74","59","21","1"
"2237","30338","20232","Danny Murphy","1977-03-18 00:00:00","77","46","133","1"
"2238","33941","152724","Danny Pugh","1982-10-19 00:00:00","70","93","15","1"
"2239","71360","173889","Danny Racchi","1988-11-22 00:00:00","58","69","17","1"
"2240","46353","169595","Danny Rose","1990-07-02 00:00:00","78","55","106","1"
"2241","26637","148632","Danny Schenkel","1978-04-01 00:00:00","68","122","18","1"
"2242","35438","53435","Danny Shittu","1980-09-02 00:00:00","72","61","9","1"
"2243","49571","169600","Danny Simpson","1987-01-04 00:00:00","76","53","137","1"
"2244","163165","209674","Danny Verbeek","1990-08-15 00:00:00","68","58","43","1"
"2245","254472","207998","Danny Ward","1993-06-22 00:00:00","65","321","23","2"
"2246","23271","119814","Danny Webber","1981-12-28 00:00:00","81","90","4","1"
"2247","113836","186146","Danny Welbeck","1990-11-26 00:00:00","80","48","99","1"
"2248","469296","216272","Danny Williams","1988-01-25 00:00:00","61","47","63","1"
"2249","168308","193716","Danny Wilson","1991-12-27 00:00:00","71","42","60","2"
"2250","33330","28097","Danny Wintjens","1983-09-30 00:00:00","66","320","3","1"
"2251","19000","172080","Dante Adrian Senger","1983-03-04 00:00:00","61","52","35","1"
"2252","38432","158625","Dante","1983-10-18 00:00:00","84","51","191","1"
"2253","520798","224247","Dany da Silva","1993-03-02 00:00:00","55","270","2","1"
"2254","491168","220589","Dany Maury","1994-08-18 00:00:00","60","48","1","1"
"2255","179522","192621","Dany Nounkeu","1986-04-11 00:00:00","77","44","31","1"
"2256","467478","209600","Danzell Gravenberch","1994-02-13 00:00:00","62","44","2","1"
"2257","355744","223396","Darian MacKinnon","1986-01-01 00:00:00","57","5","57","1"
"2258","18734","152997","Dario Cvitanich","1984-05-16 00:00:00","77","60","74","2"
"2259","39304","7647","Dario Dainelli","1979-06-09 00:00:00","77","123","191","1"
"2260","361946","211067","Dario Del Fabro","1995-03-24 00:00:00","69","15","4","1"
"2261","133201","193706","Dario Dumic","1992-01-30 00:00:00","66","64","16","1"
"2262","39732","177492","Dario Knezevic","1982-04-20 00:00:00","72","57","28","1"
"2263","29529","137637","Dario Kresic","1984-01-11 00:00:00","74","364","1","1"
"2264","104646","204226","Dario Lezcano","1990-06-30 00:00:00","71","50","127","2"
"2265","460004","227584","Dario Melnjak","1992-10-31 00:00:00","64","46","6","1"
"2266","30730","8763","Dario Simic,25","1975-11-12 00:00:00","74","140","26","1"
"2267","38248","167502","Dario Smoje","1978-09-19 00:00:00","72","142","2","1"
"2268","467511","218043","Dario Tanda","1995-01-02 00:00:00","63","51","1","1"
"2269","47155","183471","Dario Vidosic","1987-04-08 00:00:00","70","62","37","2"
"2270","158278","193517","Dario Vujicevic","1990-04-01 00:00:00","68","67","44","1"
"2271","687687","231385","Dario Zanatta","1997-05-01 00:00:00","53","53","3","1"
"2272","30340","450","Darius Vassell","1980-06-30 00:00:00","80","55","6","1"
"2273","30977","148756","Dariusz Dudka","1983-12-09 00:00:00","72","43","143","3"
"2274","355434","215492","Dariusz Formella","1995-10-21 00:00:00","64","62","9","1"
"2275","68836","177774","Dariusz Jarecki","1981-03-23 00:00:00","59","42","59","1"
"2276","69328","171908","Dariusz Kolodziej","1982-04-17 00:00:00","59","46","18","1"
"2277","69276","153221","Dariusz Latka,27","1978-09-14 00:00:00","64","37","87","1"
"2278","68744","153144","Dariusz Pietrasiak","1980-02-12 00:00:00","69","136","133","1"
"2279","309050","209411","Dariusz Trela","1989-12-05 00:00:00","66","323","74","1"
"2280","357288","161913","Dariusz Zjawinski","1986-08-19 00:00:00","58","59","13","1"
"2281","164695","189181","Darko Bodul","1989-01-11 00:00:00","69","43","26","3"
"2282","304855","208160","Darko Jevtic","1993-02-08 00:00:00","70","56","33","2"
"2283","119014","212127","Darko Lazovic","1990-09-15 00:00:00","74","55","6","1"
"2284","26492","148810","Darl Douglas","1979-10-05 00:00:00","69","60","74","1"
"2285","150210","184399","Darley","1989-12-15 00:00:00","69","345","5","1"
"2286","449205","215437","Darnell Fisher","1994-04-04 00:00:00","59","56","33","1"
"2287","609733","223877","Darnell Furlong","1995-10-31 00:00:00","66","55","3","1"
"2288","32553","161651","Darren Barr","1985-03-17 00:00:00","68","61","144","1"
"2289","23949","50598","Darren Bent","1984-02-06 00:00:00","85","126","135","1"
"2290","32661","4360","Darren Dods","1975-06-07 00:00:00","70","129","45","1"
"2291","24148","138782","Darren Fletcher","1984-02-01 00:00:00","83","159","153","1"
"2292","206592","204062","Darren Keet","1989-08-05 00:00:00","69","346","84","1"
"2293","445515","224582","Darren Lyon","1995-06-08 00:00:00","56","52","17","1"
"2294","279109","203877","Darren Maatsen","1990-01-30 00:00:00","61","45","18","2"
"2295","32427","138241","Darren Mackie","1982-01-05 00:00:00","77","122","61","1"
"2296","17600","200449","Darren McGregor","1985-08-07 00:00:00","68","54","80","1"
"2297","32449","163203","Darren O'Dea","1987-02-04 00:00:00","70","118","39","1"
"2298","33048","156894","Darren Pratley","1985-04-22 00:00:00","72","54","14","1"
"2299","37780","169697","Darren Randolph","1987-05-12 00:00:00","73","369","117","2"
"2300","638613","216256","Darren Rosheuvel","1994-05-15 00:00:00","62","64","1","1"
"2301","24156","169590","Darron Gibson","1987-10-25 00:00:00","77","50","52","1"
"2302","31993","155974","Darryl Duffy","1984-04-16 00:00:00","67","79","2","1"
"2303","158841","198135","Darryl Lachman","1989-11-11 00:00:00","72","56","85","1"
"2304","181258","194120","Darryl Westlake","1991-03-01 00:00:00","64","48","23","1"
"2305","244904","214376","Darwin Andrade","1991-02-11 00:00:00","70","36","23","1"
"2306","289278","210463","Darwin Machis","1993-02-07 00:00:00","67","49","2","1"
"2307","104482","188155","Daryl Janmaat","1989-07-22 00:00:00","77","50","203","2"
"2308","24410","149825","Daryl Murphy","1983-03-15 00:00:00","73","54","17","2"
"2309","277609","204840","Daryl van Mieghem","1989-12-05 00:00:00","67","65","34","1"
"2310","447413","215297","Daryl Werker","1994-06-27 00:00:00","62","55","2","1"
"2311","354792","229191","Daryll Meggatt","1990-10-20 00:00:00","53","55","2","1"
"2312","196221","205565","Dave Bulthuis","1990-06-28 00:00:00","70","63","78","1"
"2313","23288","19400","Dave Kitson","1980-01-21 00:00:00","76","116","20","1"
"2314","163254","192386","David Abdul","1989-08-17 00:00:00","58","125","2","1"
"2315","18904","160741","David Abraham","1986-07-15 00:00:00","77","40","164","3"
"2316","139922","189253","David Addy","1990-02-21 00:00:00","67","55","72","2"
"2317","121633","197445","David Alaba","1992-06-24 00:00:00","85","50","127","1"
"2318","30666","111008","David Albelda","1977-09-01 00:00:00","80","111","94","1"
"2319","212715","195124","David Amoo","1991-04-13 00:00:00","69","125","27","1"
"2320","192923","197940","David Anon","1989-04-03 00:00:00","59","53","1","1"
"2321","39699","45121","David Baiocco","1975-05-08 00:00:00","71","156","25","1"
"2322","41294","146121","David Barral","1983-05-10 00:00:00","76","143","152","1"
"2323","17343","169441","David Barron","1987-09-10 00:00:00","62","57","63","1"
"2324","30612","250","David Beckham","1975-05-02 00:00:00","87","133","27","2"
"2325","41119","50390","David Bellion","1982-11-27 00:00:00","76","124","41","1"
"2326","23760","152555","David Bentley","1984-08-27 00:00:00","83","152","41","1"
"2327","243240","202104","David Biton","1988-03-01 00:00:00","72","50","28","2"
"2328","24077","166113","David Buchanan","1986-05-06 00:00:00","63","54","27","1"
"2329","150320","178623","David Caiado","1987-05-02 00:00:00","65","60","8","2"
"2330","35983","181462","David Carney","1983-11-30 00:00:00","68","53","7","2"
"2331","32829","139784","David Clarkson","1985-09-10 00:00:00","72","123","48","1"
"2332","37456","163890","David Cobeno","1982-04-06 00:00:00","75","378","28","1"
"2333","165518","190179","David Cornell","1991-03-28 00:00:00","58","295","5","1"
"2334","37470","146691","David Cortes","1979-08-29 00:00:00","75","141","92","1"
"2335","479217","219848","David Costas","1995-03-26 00:00:00","70","55","14","1"
"2336","421797","212686","David Crespo","1994-02-14 00:00:00","59","62","1","1"
"2337","41722","177672","David Da Costa","1986-04-19 00:00:00","68","336","161","1"
"2338","187189","195020","David Davis","1991-02-20 00:00:00","69","40","20","2"
"2339","27009","50952","David De Freitas","1979-09-30 00:00:00","72","143","19","1"
"2340","182917","193080","David De Gea","1990-11-07 00:00:00","87","429","222","2"
"2341","41616","108750","David Degen","1983-02-15 00:00:00","70","51","106","1"
"2342","178291","178703","David Destorme","1979-08-30 00:00:00","68","55","107","1"
"2343","27665","7687","David Di Michele","1976-01-06 00:00:00","82","120","76","2"
"2344","41216","117492","David Ducourtioux","1978-04-11 00:00:00","73","39","186","1"
"2345","30342","51373","David Dunn","1979-12-27 00:00:00","77","49","65","1"
"2346","24234","172207","David Edgar","1987-05-19 00:00:00","67","58","9","1"
"2347","24676","158716","David Edwards","1986-02-03 00:00:00","68","62","52","1"
"2348","25505","163162","David Elebert","1986-03-21 00:00:00","64","56","45","1"
"2349","31643","181379","David Elm","1983-01-10 00:00:00","72","125","3","1"
"2350","557546","224830","David Ferguson","1996-03-24 00:00:00","50","40","3","1"
"2351","37290","36660","David Fernandez","1976-01-20 00:00:00","68","130","37","1"
"2352","46881","177361","David Fleurival","1984-02-19 00:00:00","66","45","33","3"
"2353","25070","138390","David Fox","1983-12-13 00:00:00","69","57","23","1"
"2354","140500","193435","David Frey","1991-02-08 00:00:00","50","54","1","1"
"2355","38468","171993","David Fuster Torrijos","1982-02-03 00:00:00","75","41","11","1"
"2356","33767","135808","David Garcia","1981-01-16 00:00:00","70","37","51","1"
"2357","74991","146059","David Garcia","1982-02-25 00:00:00","70","60","18","1"
"2358","37498","110023","David Generelo","1982-08-11 00:00:00","73","141","1","1"
"2359","40988","165233","David Gigliotti","1985-05-30 00:00:00","72","117","7","1"
"2360","528873","222407","David Goldar","1994-09-15 00:00:00","64","64","1","1"
"2361","42141","169071","David Gonzalez","1986-11-09 00:00:00","59","292","36","1"
"2362","50051","183315","David Gonzalez","1982-07-20 00:00:00","69","344","14","1"
"2363","32465","175367","David Goodwillie","1989-03-28 00:00:00","75","53","109","2"
"2364","25166","168640","David Graham","1983-06-02 00:00:00","63","51","44","1"
"2365","43279","100580","David Healy","1979-08-05 00:00:00","77","125","8","1"
"2366","41019","100987","David Hellebuyck","1979-05-12 00:00:00","75","155","75","1"
"2367","473937","219896","David Holman","1993-03-17 00:00:00","63","47","2","1"
"2368","238766","201318","David Hopkirk","1993-01-17 00:00:00","49","47","2","1"
"2369","104411","184913","David Hubert","1988-02-12 00:00:00","70","59","115","1"
"2370","610668","228516","David Ivan","1995-02-01 00:00:00","67","53","12","1"
"2371","36286","185","David James","1970-08-01 00:00:00","83","413","61","1"
"2372","30749","5345","David Jarolim","1979-05-17 00:00:00","79","155","109","2"
"2373","30676","1408","David Jemmali","1974-12-13 00:00:00","77","121","26","1"
"2374","25415","162891","David Jones","1984-11-04 00:00:00","71","64","84","1"
"2375","246218","202501","David Junca","1993-11-16 00:00:00","70","52","25","1"
"2376","553597","212625","David Kinsombi","1995-12-12 00:00:00","63","55","3","1"
"2377","32697","51297","David Lilley","1977-10-31 00:00:00","66","133","20","1"
"2378","108572","189701","David Lomban","1987-06-05 00:00:00","74","63","88","1"
"2379","215584","201505","David Lopez","1989-10-09 00:00:00","77","54","68","2"
"2380","33866","112628","David Lopez","1982-09-10 00:00:00","80","110","53","1"
"2381","52133","179944","David Luiz","1987-04-22 00:00:00","83","54","180","3"
"2382","32725","49214","David Mackay","1980-05-02 00:00:00","68","60","223","1"
"2383","25797","52331","David Marazzi","1984-09-06 00:00:00","60","97","39","1"
"2384","32446","140498","David Marshall","1985-03-05 00:00:00","75","371","37","1"
"2385","193870","198328","David Mateos","1987-04-22 00:00:00","70","57","13","1"
"2386","32484","10183","David McCracken","1981-10-16 00:00:00","67","129","42","1"
"2387","32323","139546","David McNamee","1980-10-10 00:00:00","69","109","9","1"
"2388","150707","198091","David Mendes","1986-10-11 00:00:00","64","56","28","2"
"2389","33335","148625","David Mendes","1982-08-04 00:00:00","74","149","36","1"
"2390","21645","15552","David Meul","1981-07-03 00:00:00","62","315","34","1"
"2391","131583","187489","David Meyler","1989-05-29 00:00:00","71","63","60","1"
"2392","166768","229193","David Mitchell","1990-04-04 00:00:00","57","290","1","1"
"2393","289217","209039","David Moberg Karlsson","1994-03-20 00:00:00","66","50","2","1"
"2394","160901","156745","David Moser","1989-03-24 00:00:00","56","281","6","1"
"2395","30276","111022","David Navarro","1980-05-25 00:00:00","79","43","189","2"
"2396","41175","177576","David Ngog","1989-04-01 00:00:00","78","119","78","2"
"2397","23190","139296","David Nugent","1985-05-02 00:00:00","78","114","49","1"
"2398","112297","169095","David Obua","1984-04-10 00:00:00","69","138","69","1"
"2399","38243","61","David Odonkor","1984-02-21 00:00:00","70","121","1","1"
"2400","50065","176550","David Ospina","1988-08-31 00:00:00","78","393","211","2"
"2401","37545","24248","David Pizarro","1979-09-11 00:00:00","82","151","149","2"
"2402","79247","183392","David Pollet","1988-08-21 00:00:00","70","61","35","2"
"2403","38138","144741","David Prieto","1983-01-02 00:00:00","69","131","33","1"
"2404","36287","139614","David Proctor","1984-05-04 00:00:00","62","106","41","1"
"2405","34259","164630","David Raven","1985-03-10 00:00:00","66","56","112","1"
"2406","2977","134594","David Rivas Rodriguez","1978-12-02 00:00:00","82","104","5","1"
"2407","25579","167868","David Robertson","1986-09-23 00:00:00","65","56","56","1"
"2408","169195","190151","David Rochela","1990-02-19 00:00:00","70","65","5","1"
"2409","102631","170569","David Rodriguez","1986-02-14 00:00:00","72","52","3","1"
"2410","30918","138468","David Rozehnal","1980-07-05 00:00:00","81","94","123","4"
"2411","46454","178687","David Salomon Abwo","1986-05-10 00:00:00","68","37","42","1"
"2412","41105","137330","David Sauget","1979-11-23 00:00:00","67","36","126","1"
"2413","37459","168542","David Silva","1986-01-08 00:00:00","88","5","217","2"
"2414","115512","192636","David Simao","1990-05-15 00:00:00","74","65","121","1"
"2415","358339","204278","David Simon","1989-12-31 00:00:00","74","53","24","1"
"2416","264839","206564","David Smith","1993-03-01 00:00:00","53","44","19","1"
"2417","31451","4873","David Sommeil","1974-08-10 00:00:00","75","75","1","1"
"2418","183414","193708","David Stephens","1991-10-18 00:00:00","57","43","21","1"
"2419","35477","182207","David Stockdale","1985-09-28 00:00:00","74","375","37","1"
"2420","43217","180849","David Strihavka","1983-03-04 00:00:00","67","58","5","1"
"2421","24415","105477","David Suazo","1979-11-05 00:00:00","83","123","13","2"
"2422","607134","226427","David Syme","1997-06-23 00:00:00","55","54","7","1"
"2423","23317","189865","David Templeton","1989-01-07 00:00:00","74","41","57","1"
"2424","206698","205963","David Texeira","1991-02-27 00:00:00","70","46","43","1"
"2425","243163","199829","David Timor Copovi","1989-10-17 00:00:00","74","51","17","1"
"2426","30728","5984","David Trezeguet","1977-10-15 00:00:00","90","72","43","2"
"2427","32969","138564","David van Zanten","1982-05-08 00:00:00","67","140","131","1"
"2428","131404","151976","David Vandenbroeck","1985-07-12 00:00:00","67","60","64","1"
"2429","40563","657","David Vaughan","1983-02-18 00:00:00","77","36","60","1"
"2430","30909","113422","David Villa","1981-12-03 00:00:00","89","155","153","1"
"2431","338299","219244","David von Ballmoos","1994-12-30 00:00:00","50","246","1","1"
"2432","23998","50637","David Weir","1970-05-10 00:00:00","75","94","111","1"
"2433","24166","165736","David Wheater","1987-02-14 00:00:00","77","129","60","1"
"2434","242229","199441","David Wijns","1987-01-09 00:00:00","63","48","3","1"
"2435","308936","219923","David Wilson","1994-09-06 00:00:00","52","49","5","1"
"2436","114158","193449","David Witteveen","1985-05-05 00:00:00","69","45","5","1"
"2437","181262","193728","David Wotherspoon","1991-12-29 00:00:00","66","48","196","1"
"2438","42276","144024","David Zibung","1984-01-10 00:00:00","66","326","253","1"
"2439","99047","172290","David Zurutuza","1986-07-19 00:00:00","77","51","119","1"
"2440","103266","173198","Davide Astori","1987-01-07 00:00:00","80","50","222","1"
"2441","39294","178312","Davide Bassi","1985-04-12 00:00:00","70","345","8","1"
"2442","201617","198587","Davide Bertoncini","1991-05-09 00:00:00","62","34","4","1"
"2443","39222","162174","Davide Biondini","1983-01-24 00:00:00","77","147","200","1"
"2444","39203","149233","Davide Bombardini","1974-06-21 00:00:00","73","151","24","1"
"2445","24500","106874","Davide Brivio","1988-08-17 00:00:00","73","43","96","1"
"2446","612755","228881","Davide Calabria","1996-12-06 00:00:00","65","56","3","1"
"2447","25794","139259","Davide Calla","1984-10-06 00:00:00","66","60","97","1"
"2448","41811","137499","Davide Carrus","1979-03-19 00:00:00","65","140","2","1"
"2449","42262","161787","Davide Chiumiento","1984-11-22 00:00:00","73","50","117","1"
"2450","39435","183414","Davide Di Gennaro","1988-06-16 00:00:00","72","54","13","1"
"2451","43293","148601","Davide Dias,23","1983-04-12 00:00:00","70","96","23","1"
"2452","183076","193645","Davide Gavazzi","1986-05-07 00:00:00","67","46","6","1"
"2453","183425","194890","Davide Grassi","1986-01-13 00:00:00","61","70","26","1"
"2454","97487","184976","Davide Lanzafame","1987-02-09 00:00:00","76","50","19","1"
"2455","39721","113184","Davide Mandelli","1977-06-28 00:00:00","74","131","59","1"
"2456","30136","163948","Davide Marchini","1981-02-23 00:00:00","67","149","16","1"
"2457","305066","208166","Davide Mariani","1991-05-19 00:00:00","55","50","17","1"
"2458","39722","163405","Davide Moro","1982-01-02 00:00:00","73","134","23","1"
"2459","42425","138871","Davide Moscardelli","1980-02-03 00:00:00","73","57","34","1"
"2460","41665","101153","Davide Possanzini","1976-02-09 00:00:00","75","113","5","1"
"2461","150466","189484","Davide Santon","1991-01-02 00:00:00","78","129","130","2"
"2462","34270","47699","Davide Taini","1976-12-07 00:00:00","60","299","7","1"
"2463","244811","216150","Davide Zappacosta","1992-06-11 00:00:00","76","45","40","1"
"2464","41670","159039","Davide Zoboli","1981-10-08 00:00:00","70","51","18","1"
"2465","501568","212626","Davie Selke","1995-01-20 00:00:00","72","55","23","1"
"2466","37937","138026","Davino Verhulst","1987-11-25 00:00:00","70","354","100","2"
"2467","15661","204266","Davor Landeka","1984-09-18 00:00:00","58","66","6","1"
"2468","38249","35310","Davy De Beule","1981-11-07 00:00:00","71","140","89","2"
"2469","41005","148635","Davy de Fauw","1981-07-08 00:00:00","71","63","151","2"
"2470","298448","203483","Davy Klaassen","1993-02-21 00:00:00","79","57","84","1"
"2471","178765","193158","Davy Proepper","1991-09-02 00:00:00","77","55","135","1"
"2472","245599","204549","Davy Roef","1994-02-06 00:00:00","69","347","1","1"
"2473","34480","33757","Davy Schollen","1978-02-28 00:00:00","69","349","11","1"
"2474","69629","171556","Dawid Janczyk","1987-09-23 00:00:00","68","132","28","2"
"2475","502543","221168","Dawid Kownacki","1997-03-14 00:00:00","63","57","21","1"
"2476","13476","148761","Dawid Kucharski","1984-11-19 00:00:00","64","135","10","1"
"2477","463806","216110","Dawid Kudla","1992-03-21 00:00:00","64","322","18","1"
"2478","68773","176256","Dawid Nowak","1984-11-30 00:00:00","67","65","74","1"
"2479","13538","155494","Dawid Plizga","1985-11-17 00:00:00","68","51","108","1"
"2480","13557","163852","Dawid Soldecki","1987-04-29 00:00:00","61","53","26","1"
"2481","213111","198873","Daylon Claasen","1990-01-28 00:00:00","67","66","61","2"
"2482","444186","198841","De Amo","1990-01-13 00:00:00","65","58","13","1"
"2483","11833","163001","de Oliveira Cleber Monteiro","1980-05-23 00:00:00","69","71","64","1"
"2484","74672","145620","Dealbert","1983-01-01 00:00:00","78","139","43","1"
"2485","23139","636","Dean Ashton","1983-11-24 00:00:00","82","78","4","1"
"2486","23114","138816","Dean Brill","1985-12-02 00:00:00","66","328","61","1"
"2487","22894","120018","Dean Hammond","1983-03-07 00:00:00","69","59","9","1"
"2488","24705","5445","Dean Holden","1979-09-15 00:00:00","65","120","16","1"
"2489","23950","3174","Dean Kiely","1970-10-10 00:00:00","74","365","3","1"
"2490","467027","207464","Dean Koolhof","1994-12-15 00:00:00","66","66","5","1"
"2491","34437","152991","Dean Marney","1984-01-31 00:00:00","72","150","61","1"
"2492","32087","188181","Dean Moxey","1986-01-14 00:00:00","68","40","18","1"
"2493","39107","159074","Dean Shiels","1985-02-01 00:00:00","71","60","49","1"
